id,grupo,ingreso_mensual,antiguedad_laboral_anios,historial_crediticio,edad,codigo_postal_riesgo,tipo_empleo,deuda_ingreso,default_real,prob_default,pred_default,aprobado_modelo,conjunto
880,B,8211,10.0,585,31,0.427,temporal,0.448,0,0.17772,0,1,auditoria
1026,B,5509,6.4,742,36,0.31,autonomo,0.609,0,0.2536,0,1,auditoria
1047,A,7187,2.9,619,50,0.254,autonomo,0.201,0,0.14653,0,1,auditoria
1091,B,6283,3.6,550,39,0.367,autonomo,0.301,0,0.43632,1,0,auditoria
582,A,7397,6.0,697,35,0.402,estable,0.565,0,0.20837,0,1,auditoria
897,A,4545,3.9,673,31,0.028,estable,0.419,0,0.19374,0,1,auditoria
786,B,5925,1.0,637,42,0.705,estable,0.473,0,0.38913,0,1,auditoria
159,B,5986,0.4,607,42,0.163,estable,0.305,0,0.30435,0,1,auditoria
1368,B,2338,2.4,613,30,0.331,estable,0.651,0,0.42682,1,0,auditoria
980,B,7566,1.5,715,31,0.338,temporal,0.21,0,0.15839,0,1,auditoria
143,A,5654,8.0,522,41,0.336,temporal,0.287,0,0.11952,0,1,auditoria
729,B,4871,0.4,580,47,0.633,estable,0.344,0,0.47508,1,0,auditoria
619,A,6833,5.2,604,22,0.115,estable,0.493,1,0.37468,0,1,auditoria
47,A,7063,7.9,635,27,0.099,estable,0.127,0,0.11558,0,1,auditoria
1194,B,8133,10.3,662,30,0.559,temporal,0.433,1,0.11163,0,1,auditoria
1175,B,6260,0.3,624,24,0.465,estable,0.456,1,0.33255,0,1,auditoria
904,A,7148,3.2,628,36,0.308,estable,0.262,0,0.27081,0,1,auditoria
1096,A,4863,0.3,639,34,0.308,estable,0.454,0,0.26563,0,1,auditoria
516,A,9362,4.1,722,36,0.2,estable,0.441,0,0.15831,0,1,auditoria
234,A,7091,19.9,562,33,0.166,temporal,0.506,0,0.27792,0,1,auditoria
330,A,2966,11.9,697,44,0.335,estable,0.223,0,0.10504,0,1,auditoria
14,A,7730,7.6,728,41,0.585,temporal,0.159,0,0.1199,0,1,auditoria
268,B,5780,0.2,602,21,0.379,estable,0.621,0,0.32109,0,1,auditoria
1138,B,4572,1.2,681,36,0.179,temporal,0.416,0,0.21876,0,1,auditoria
828,A,6410,0.5,742,38,0.169,temporal,0.195,0,0.13148,0,1,auditoria
1237,A,5936,3.0,578,47,0.157,estable,0.273,0,0.19639,0,1,auditoria
176,A,5305,0.5,647,39,0.495,estable,0.163,0,0.25746,0,1,auditoria
39,A,3829,5.0,724,49,0.352,estable,0.591,1,0.2754,0,1,auditoria
1163,A,6809,2.3,506,26,0.465,estable,0.02,0,0.32752,0,1,auditoria
563,A,4856,10.8,644,30,0.273,autonomo,0.199,0,0.05652,0,1,auditoria
327,B,3806,10.6,503,41,0.696,estable,0.393,1,0.2592,0,1,auditoria
752,B,7385,0.6,705,31,0.719,estable,0.342,0,0.3174,0,1,auditoria
1153,A,6277,4.7,673,35,0.393,autonomo,0.099,0,0.24973,0,1,auditoria
596,B,4948,0.5,665,36,0.284,temporal,0.256,0,0.18677,0,1,auditoria
934,A,7725,5.8,553,25,0.356,estable,0.315,0,0.3308,0,1,auditoria
867,B,1492,1.0,637,36,0.333,temporal,0.074,0,0.27772,0,1,auditoria
835,B,2829,3.1,693,30,0.432,autonomo,0.267,0,0.31266,0,1,auditoria
54,A,7006,0.9,782,21,0.346,estable,0.159,0,0.2253,0,1,auditoria
132,A,4884,3.6,634,38,0.332,estable,0.393,0,0.39116,0,1,auditoria
245,B,5352,4.9,546,27,0.456,temporal,0.31,1,0.44154,1,0,auditoria
562,A,6285,0.6,543,30,0.145,estable,0.507,0,0.41203,1,0,auditoria
282,A,10156,10.8,717,40,0.199,estable,0.464,0,0.11247,0,1,auditoria
1124,A,5166,18.0,533,44,0.658,estable,0.413,0,0.27853,0,1,auditoria
1065,B,4996,0.2,579,35,0.655,temporal,0.357,0,0.52528,1,0,auditoria
881,A,6074,0.3,648,48,0.558,temporal,0.398,0,0.41436,1,0,auditoria
1137,B,4650,3.2,474,21,0.576,estable,0.405,0,0.46201,1,0,auditoria
1204,A,6020,1.4,713,49,0.273,autonomo,0.35,0,0.24182,0,1,auditoria
52,A,7321,0.1,748,43,0.126,estable,0.397,0,0.15029,0,1,auditoria
1218,A,8388,5.1,732,24,0.246,estable,0.459,0,0.15758,0,1,auditoria
429,A,6491,10.1,635,36,0.168,estable,0.363,0,0.09953,0,1,auditoria
606,A,7004,0.1,509,34,0.238,estable,0.419,0,0.34045,0,1,auditoria
189,A,5819,6.1,559,63,0.168,estable,0.308,0,0.15334,0,1,auditoria
932,B,7185,6.5,723,21,0.805,temporal,0.02,0,0.1929,0,1,auditoria
1245,A,5702,2.8,735,33,0.219,estable,0.426,0,0.09187,0,1,auditoria
999,A,5382,5.9,524,47,0.258,autonomo,0.501,0,0.46571,1,0,auditoria
630,B,4258,2.0,598,35,0.426,estable,0.02,0,0.39919,0,1,auditoria
339,B,5873,4.5,654,46,0.359,temporal,0.315,0,0.39205,0,1,auditoria
589,A,4881,11.6,676,24,0.156,autonomo,0.342,0,0.10757,0,1,auditoria
1372,B,4009,2.3,566,33,0.291,autonomo,0.439,0,0.48956,1,0,auditoria
1081,A,4551,0.4,653,21,0.12,estable,0.265,0,0.21782,0,1,auditoria
1038,B,6860,1.4,681,32,0.683,estable,0.55,0,0.3712,0,1,auditoria
755,A,7599,0.5,704,34,0.301,estable,0.593,0,0.23856,0,1,auditoria
103,B,8041,1.6,606,53,0.487,temporal,0.472,0,0.38838,0,1,auditoria
1375,B,7273,1.9,576,43,0.416,autonomo,0.196,0,0.26197,0,1,auditoria
851,B,6547,2.5,638,50,0.428,estable,0.328,0,0.25377,0,1,auditoria
270,B,5080,5.5,621,42,0.724,estable,0.557,0,0.48881,1,0,auditoria
946,B,6372,0.2,579,54,0.481,temporal,0.502,0,0.51322,1,0,auditoria
340,A,9980,7.7,649,53,0.12,autonomo,0.255,0,0.15638,0,1,auditoria
1197,A,6368,6.1,778,32,0.512,estable,0.333,0,0.19049,0,1,auditoria
474,A,5978,4.9,688,52,0.059,estable,0.249,0,0.10711,0,1,auditoria
177,B,5507,1.3,669,40,0.394,temporal,0.491,0,0.53218,1,0,auditoria
1390,B,6410,1.2,647,32,0.213,estable,0.255,0,0.16996,0,1,auditoria
782,A,4893,6.4,680,33,0.041,autonomo,0.214,0,0.08907,0,1,auditoria
913,B,5604,7.2,590,53,0.568,estable,0.309,0,0.23814,0,1,auditoria
99,B,4439,1.2,677,34,0.795,estable,0.603,0,0.41751,1,0,auditoria
303,B,4230,0.2,624,38,0.359,temporal,0.268,0,0.30428,0,1,auditoria
667,A,7001,13.4,670,33,0.572,autonomo,0.129,0,0.08579,0,1,auditoria
1295,B,4035,4.2,518,26,0.515,autonomo,0.302,0,0.55011,1,0,auditoria
484,A,8867,4.0,534,33,0.153,estable,0.187,0,0.24418,0,1,auditoria
896,A,9007,17.9,560,43,0.346,autonomo,0.294,0,0.26563,0,1,auditoria
284,B,4160,0.6,667,38,0.27,temporal,0.447,1,0.3261,0,1,auditoria
1302,B,3208,0.6,599,28,0.312,temporal,0.506,0,0.47688,1,0,auditoria
1263,A,5293,6.7,587,24,0.03,estable,0.443,0,0.2429,0,1,auditoria
263,A,3766,1.7,590,39,0.259,estable,0.325,0,0.37327,0,1,auditoria
657,A,4287,0.3,850,40,0.498,autonomo,0.382,0,0.44165,1,0,auditoria
1025,A,3270,0.3,609,34,0.369,estable,0.111,0,0.38921,0,1,auditoria
315,B,9464,1.5,603,42,0.459,autonomo,0.427,0,0.4612,1,0,auditoria
669,A,4923,6.5,595,31,0.022,estable,0.066,0,0.12309,0,1,auditoria
138,A,5570,7.9,630,49,0.298,autonomo,0.317,0,0.11198,0,1,auditoria
7,A,10902,0.2,629,37,0.287,temporal,0.428,0,0.43021,1,0,auditoria
1009,B,4863,1.4,517,30,0.615,temporal,0.469,0,0.60509,1,0,auditoria
775,B,7467,2.4,453,32,0.575,autonomo,0.535,0,0.48765,1,0,auditoria
1242,A,4334,2.9,629,32,0.342,estable,0.575,0,0.36419,0,1,auditoria
190,B,7441,2.1,666,23,0.26,autonomo,0.119,0,0.15814,0,1,auditoria
759,A,4637,7.3,681,36,0.428,estable,0.33,0,0.25193,0,1,auditoria
723,B,7617,1.4,683,33,0.432,estable,0.585,1,0.33781,0,1,auditoria
995,A,7028,1.0,588,28,0.178,estable,0.415,0,0.28211,0,1,auditoria
1130,B,5540,0.9,645,56,0.415,estable,0.586,0,0.34071,0,1,auditoria
1213,B,4963,5.2,486,40,0.334,autonomo,0.587,0,0.61776,1,0,auditoria
131,A,7006,12.3,636,43,0.354,autonomo,0.211,0,0.0801,0,1,auditoria
575,A,6620,0.7,528,45,0.463,estable,0.439,0,0.41315,1,0,auditoria
319,A,7490,6.9,727,60,0.045,autonomo,0.197,0,0.05743,0,1,auditoria
150,A,4652,12.7,689,43,0.351,autonomo,0.252,0,0.08446,0,1,auditoria
642,A,3845,3.3,612,42,0.438,autonomo,0.451,1,0.65665,1,0,auditoria
1005,A,5334,8.8,492,49,0.095,estable,0.064,0,0.09721,0,1,auditoria
502,A,9569,2.3,669,41,0.17,autonomo,0.314,0,0.33133,0,1,auditoria
84,A,6552,5.2,527,43,0.038,estable,0.18,1,0.16245,0,1,auditoria
633,B,6528,3.5,610,47,0.714,estable,0.275,0,0.23609,0,1,auditoria
1255,A,8007,0.8,593,48,0.31,estable,0.36,0,0.33438,0,1,auditoria
623,A,5340,9.9,678,30,0.288,temporal,0.276,0,0.08189,0,1,auditoria
463,A,6418,3.0,640,32,0.499,estable,0.404,0,0.33156,0,1,auditoria
247,A,6736,1.3,684,37,0.412,estable,0.416,0,0.35753,0,1,auditoria
306,A,7504,0.3,703,41,0.06,estable,0.05,0,0.08126,0,1,auditoria
1164,B,3492,2.2,616,29,0.268,estable,0.639,0,0.44569,1,0,auditoria
285,A,2394,2.1,650,30,0.404,autonomo,0.288,0,0.37337,0,1,auditoria
837,A,7196,2.5,612,37,0.302,autonomo,0.217,0,0.29868,0,1,auditoria
882,A,7799,1.4,612,50,0.155,estable,0.238,0,0.14931,0,1,auditoria
1296,A,7138,1.3,636,40,0.484,estable,0.267,0,0.2579,0,1,auditoria
67,B,6742,1.8,565,21,0.38,temporal,0.426,0,0.47074,1,0,auditoria
643,A,6903,4.0,720,26,0.375,estable,0.354,0,0.26655,0,1,auditoria
734,A,7540,18.3,655,34,0.325,estable,0.181,0,0.13128,0,1,auditoria
1212,A,5651,2.1,618,47,0.464,autonomo,0.413,0,0.53375,1,0,auditoria
501,B,8605,3.6,610,43,0.225,temporal,0.529,0,0.51801,1,0,auditoria
232,A,4708,7.6,606,45,0.391,estable,0.14,0,0.15089,0,1,auditoria
1102,A,8202,5.4,523,50,0.072,autonomo,0.348,0,0.28507,0,1,auditoria
112,A,6191,0.2,604,48,0.423,estable,0.285,0,0.22928,0,1,auditoria
1116,A,7742,1.3,559,31,0.118,autonomo,0.287,0,0.23419,0,1,auditoria
1398,A,6206,8.6,502,44,0.417,autonomo,0.708,1,0.29897,0,1,auditoria
61,B,3135,5.5,502,46,0.234,temporal,0.508,1,0.55098,1,0,auditoria
998,A,5748,5.6,580,42,0.294,estable,0.377,0,0.33591,0,1,auditoria
1225,A,3367,0.4,621,38,0.324,autonomo,0.369,0,0.44694,1,0,auditoria
847,A,7583,1.8,698,30,0.382,autonomo,0.381,0,0.24638,0,1,auditoria
685,B,4420,0.8,523,24,0.439,estable,0.33,0,0.42054,1,0,auditoria
1001,A,6496,8.5,605,41,0.413,estable,0.473,0,0.15776,0,1,auditoria
1017,A,10604,1.7,693,43,0.455,autonomo,0.13,0,0.26083,0,1,auditoria
598,B,5732,0.3,513,21,0.459,autonomo,0.185,0,0.38047,0,1,auditoria
1033,A,5026,7.1,719,49,0.258,estable,0.231,0,0.03996,0,1,auditoria
34,B,4315,2.2,704,46,0.7,estable,0.394,1,0.38827,0,1,auditoria
248,B,4327,2.2,725,41,0.329,autonomo,0.245,0,0.21078,0,1,auditoria
1165,B,4142,0.2,569,55,0.496,autonomo,0.793,0,0.65791,1,0,auditoria
855,A,6102,2.9,708,31,0.492,estable,0.176,0,0.16842,0,1,auditoria
1119,B,4251,5.6,656,38,0.175,estable,0.628,0,0.40632,1,0,auditoria
413,A,5045,2.7,679,39,0.223,estable,0.298,0,0.23191,0,1,auditoria
1262,A,7578,3.6,547,33,0.489,estable,0.47,0,0.35809,0,1,auditoria
900,A,5180,1.6,679,35,0.081,temporal,0.173,0,0.11398,0,1,auditoria
679,B,2753,2.6,620,33,0.567,autonomo,0.427,0,0.55853,1,0,auditoria
497,B,8676,2.7,673,44,0.601,estable,0.401,0,0.39853,0,1,auditoria
1361,A,6757,2.7,667,44,0.195,estable,0.159,1,0.13665,0,1,auditoria
74,A,5497,1.1,664,32,0.634,estable,0.296,1,0.37578,0,1,auditoria
1383,B,2869,4.3,527,40,0.794,temporal,0.13,0,0.51477,1,0,auditoria
64,B,1228,0.4,546,38,0.423,estable,0.396,0,0.54189,1,0,auditoria
56,A,5716,0.9,603,23,0.48,temporal,0.157,0,0.29176,0,1,auditoria
157,A,2552,4.5,839,41,0.159,autonomo,0.425,0,0.20618,0,1,auditoria
117,B,4091,1.9,615,26,0.534,estable,0.713,0,0.47471,1,0,auditoria
791,B,4544,3.5,605,46,0.753,estable,0.536,0,0.56953,1,0,auditoria
374,B,6073,6.9,540,27,0.664,estable,0.204,0,0.22574,0,1,auditoria
120,A,7666,0.1,627,41,0.304,estable,0.352,0,0.31605,0,1,auditoria
158,A,6657,5.0,663,56,0.125,estable,0.134,0,0.12351,0,1,auditoria
403,A,3678,2.3,657,28,0.407,autonomo,0.46,0,0.38824,0,1,auditoria
32,A,7532,2.1,521,39,0.194,temporal,0.396,0,0.30721,0,1,auditoria
1050,B,5582,2.5,583,36,0.256,estable,0.359,0,0.28281,0,1,auditoria
430,B,10400,1.6,674,39,0.324,estable,0.53,0,0.46555,1,0,auditoria
927,A,5776,5.4,731,55,0.734,estable,0.3,0,0.21457,0,1,auditoria
228,B,8904,0.5,657,56,0.306,autonomo,0.492,0,0.37006,0,1,auditoria
627,B,6050,0.8,545,55,0.281,estable,0.442,1,0.28003,0,1,auditoria
191,A,3866,0.7,616,42,0.15,estable,0.164,0,0.24869,0,1,auditoria
375,A,4088,4.2,612,51,0.206,autonomo,0.45,0,0.38685,0,1,auditoria
538,A,7319,5.9,592,35,0.034,autonomo,0.528,0,0.33537,0,1,auditoria
810,A,2567,11.0,647,43,0.127,autonomo,0.276,0,0.11463,0,1,auditoria
